ticker,name,exchange,asset_type,sector,industry,theme,in_master_universe,in_active_universe,price_ready,momentum_ready,market_direction_ready,liquidity_ready,correlation_ready,fundamentals_ready,dcf_ready,peer_ready,earnings_ready,analyst_estimates_ready,portfolio_ready,overall_readiness_state,ready_features,partial_features,blocked_features,excluded_features,missing_data,next_action,updated_at
ABUS,Arbutus Biopharma Corporation - Common Stock,NASDAQ,company,,,,True,False,True,True,True,True,True,True,True,False,False,False,False,partial,"price, momentum, market_direction, liquidity, correlation, fundamentals, dcf",,"peer, earnings, analyst_estimates",portfolio,peers: needs at least 2 source-backed peer mappings; earnings: trusted local CSV input; analyst_estimates: trusted local CSV input,Add source-backed peer mappings and peer metrics for ABUS.,2026-05-28T04:09:02.215844+00:00
ABVC,"ABVC BioPharma, Inc. - Common Stock",NASDAQ,company,,,,True,False,True,True,True,True,True,True,True,False,False,False,False,partial,"price, momentum, market_direction, liquidity, correlation, fundamentals, dcf",,"peer, earnings, analyst_estimates",portfolio,peers: needs at least 2 source-backed peer mappings; earnings: trusted local CSV input; analyst_estimates: trusted local CSV input,Add source-backed peer mappings and peer metrics for ABVC.,2026-05-28T04:09:02.218759+00:00
ABVE,Above Food Ingredients Inc. - Common Stock,NASDAQ,company,,,,True,False,True,True,True,True,True,False,False,False,False,False,False,partial,"price, momentum, market_direction, liquidity, correlation",,"fundamentals, dcf, peer, earnings, analyst_estimates",portfolio,"dcf: free_cash_flow, shares_outstanding, revenue, fcf_margin; peers: needs at least 2 source-backed peer mappings; earnings: trusted local CSV input; analyst_estimates: trusted local CSV input","Import trusted fundamentals for ABVE. If SEC_USER_AGENT is configured, use SEC staging; otherwise use the manual fundamentals import workflow.",2026-05-28T04:09:02.222386+00:00
ACAA,Averin Capital Acquisition Corp. - Class A Ordinary Shares,NASDAQ,company,,,,True,False,True,True,True,False,False,False,False,False,False,False,False,partial,"price, momentum, market_direction","liquidity, correlation","fundamentals, dcf, peer, earnings, analyst_estimates",portfolio,"dcf: free_cash_flow, shares_outstanding, revenue, fcf_margin; peers: needs at least 2 source-backed peer mappings; earnings: trusted local CSV input; analyst_estimates: trusted local CSV input","Import trusted fundamentals for ACAA. If SEC_USER_AGENT is configured, use SEC staging; otherwise use the manual fundamentals import workflow.",2026-05-28T04:09:02.225385+00:00
ACAD,ACADIA Pharmaceuticals Inc. - Common Stock,NASDAQ,company,,,,True,False,True,True,True,True,True,True,True,False,False,False,False,partial,"price, momentum, market_direction, liquidity, correlation, fundamentals, dcf",,"peer, earnings, analyst_estimates",portfolio,peers: needs at least 2 source-backed peer mappings; earnings: trusted local CSV input; analyst_estimates: trusted local CSV input,Add source-backed peer mappings and peer metrics for ACAD.,2026-05-28T04:09:02.228224+00:00
ACB,Aurora Cannabis Inc. - Common Shares,NASDAQ,company,,,,True,False,True,True,True,True,True,False,False,False,False,False,False,partial,"price, momentum, market_direction, liquidity, correlation",fundamentals,"dcf, peer, earnings, analyst_estimates",portfolio,"dcf: free_cash_flow, revenue, fcf_margin; peers: needs at least 2 source-backed peer mappings; earnings: trusted local CSV input; analyst_estimates: trusted local CSV input","Import trusted fundamentals for ACB. If SEC_USER_AGENT is configured, use SEC staging; otherwise use the manual fundamentals import workflow.",2026-05-28T04:09:02.231844+00:00
ACCL,Acco Group Holdings Limited - Class A Ordinary Shares,NASDAQ,company,,,,True,False,True,True,True,True,True,False,False,False,False,False,False,partial,"price, momentum, market_direction, liquidity, correlation",,"fundamentals, dcf, peer, earnings, analyst_estimates",portfolio,"dcf: free_cash_flow, shares_outstanding, revenue, fcf_margin; peers: needs at least 2 source-backed peer mappings; earnings: trusted local CSV input; analyst_estimates: trusted local CSV input","Import trusted fundamentals for ACCL. If SEC_USER_AGENT is configured, use SEC staging; otherwise use the manual fundamentals import workflow.",2026-05-28T04:09:02.234667+00:00
ACDC,ProFrac Holding Corp. - Class A Common Stock,NASDAQ,company,,,,True,False,True,True,True,True,True,False,False,False,False,False,False,partial,"price, momentum, market_direction, liquidity, correlation",fundamentals,"dcf, peer, earnings, analyst_estimates",portfolio,"dcf: revenue, fcf_margin; peers: needs at least 2 source-backed peer mappings; earnings: trusted local CSV input; analyst_estimates: trusted local CSV input","Import trusted fundamentals for ACDC. If SEC_USER_AGENT is configured, use SEC staging; otherwise use the manual fundamentals import workflow.",2026-05-28T04:09:02.238438+00:00
ACET,"Adicet Bio, Inc. - Common Stock",NASDAQ,company,,,,True,False,True,True,True,True,True,False,False,False,False,False,False,partial,"price, momentum, market_direction, liquidity, correlation",,"fundamentals, dcf, peer, earnings, analyst_estimates",portfolio,"dcf: free_cash_flow, shares_outstanding, revenue, fcf_margin; peers: needs at least 2 source-backed peer mappings; earnings: trusted local CSV input; analyst_estimates: trusted local CSV input","Import trusted fundamentals for ACET. If SEC_USER_AGENT is configured, use SEC staging; otherwise use the manual fundamentals import workflow.",2026-05-28T04:09:02.242072+00:00
ACFN,"Acorn Energy, Inc. - Common Stock",NASDAQ,company,,,,True,False,True,True,True,True,True,False,False,False,False,False,False,partial,"price, momentum, market_direction, liquidity, correlation",,"fundamentals, dcf, peer, earnings, analyst_estimates",portfolio,"dcf: free_cash_flow, shares_outstanding, revenue, fcf_margin; peers: needs at least 2 source-backed peer mappings; earnings: trusted local CSV input; analyst_estimates: trusted local CSV input","Import trusted fundamentals for ACFN. If SEC_USER_AGENT is configured, use SEC staging; otherwise use the manual fundamentals import workflow.",2026-05-28T04:09:02.245681+00:00
ACGL,Arch Capital Group,NASDAQ,company,,,,True,False,True,True,True,True,True,False,False,False,False,False,False,partial,"price, momentum, market_direction, liquidity, correlation",,"fundamentals, dcf, peer, earnings, analyst_estimates",portfolio,"dcf: free_cash_flow, shares_outstanding, revenue, fcf_margin; peers: needs at least 2 source-backed peer mappings; earnings: trusted local CSV input; analyst_estimates: trusted local CSV input","Import trusted fundamentals for ACGL. If SEC_USER_AGENT is configured, use SEC staging; otherwise use the manual fundamentals import workflow.",2026-05-28T04:09:02.248579+00:00
ACHC,"Acadia Healthcare Company, Inc. - Common Stock",NASDAQ,company,,,,True,False,True,True,True,True,True,False,False,False,False,False,False,partial,"price, momentum, market_direction, liquidity, correlation",,"fundamentals, dcf, peer, earnings, analyst_estimates",portfolio,"dcf: free_cash_flow, shares_outstanding, revenue, fcf_margin; peers: needs at least 2 source-backed peer mappings; earnings: trusted local CSV input; analyst_estimates: trusted local CSV input","Import trusted fundamentals for ACHC. If SEC_USER_AGENT is configured, use SEC staging; otherwise use the manual fundamentals import workflow.",2026-05-28T04:09:02.251207+00:00
ACHV,"Achieve Life Sciences, Inc.  - Common Shares",NASDAQ,company,,,,True,False,True,True,True,True,True,False,False,False,False,False,False,partial,"price, momentum, market_direction, liquidity, correlation",,"fundamentals, dcf, peer, earnings, analyst_estimates",portfolio,"dcf: free_cash_flow, shares_outstanding, revenue, fcf_margin; peers: needs at least 2 source-backed peer mappings; earnings: trusted local CSV input; analyst_estimates: trusted local CSV input","Import trusted fundamentals for ACHV. If SEC_USER_AGENT is configured, use SEC staging; otherwise use the manual fundamentals import workflow.",2026-05-28T04:09:02.254115+00:00
ACIC,American Coastal Insurance Corporation - Common Stock,NASDAQ,company,,,,True,False,True,True,True,True,True,False,False,False,False,False,False,partial,"price, momentum, market_direction, liquidity, correlation",,"fundamentals, dcf, peer, earnings, analyst_estimates",portfolio,"dcf: free_cash_flow, shares_outstanding, revenue, fcf_margin; peers: needs at least 2 source-backed peer mappings; earnings: trusted local CSV input; analyst_estimates: trusted local CSV input","Import trusted fundamentals for ACIC. If SEC_USER_AGENT is configured, use SEC staging; otherwise use the manual fundamentals import workflow.",2026-05-28T04:09:02.257864+00:00
ACIU,AC Immune SA - Common Stock,NASDAQ,company,,,,True,False,True,True,True,True,True,False,False,False,False,False,False,partial,"price, momentum, market_direction, liquidity, correlation",,"fundamentals, dcf, peer, earnings, analyst_estimates",portfolio,"dcf: free_cash_flow, shares_outstanding, revenue, fcf_margin; peers: needs at least 2 source-backed peer mappings; earnings: trusted local CSV input; analyst_estimates: trusted local CSV input","Import trusted fundamentals for ACIU. If SEC_USER_AGENT is configured, use SEC staging; otherwise use the manual fundamentals import workflow.",2026-05-28T04:09:02.260693+00:00
ACIW,"ACI Worldwide, Inc. - Common Stock",NASDAQ,company,,,,True,False,True,True,True,True,True,False,False,False,False,False,False,partial,"price, momentum, market_direction, liquidity, correlation",,"fundamentals, dcf, peer, earnings, analyst_estimates",portfolio,"dcf: free_cash_flow, shares_outstanding, revenue, fcf_margin; peers: needs at least 2 source-backed peer mappings; earnings: trusted local CSV input; analyst_estimates: trusted local CSV input","Import trusted fundamentals for ACIW. If SEC_USER_AGENT is configured, use SEC staging; otherwise use the manual fundamentals import workflow.",2026-05-28T04:09:02.263754+00:00
ACLS,"Axcelis Technologies, Inc. - Common Stock",NASDAQ,company,,,,True,False,True,True,True,True,True,False,False,False,False,False,False,partial,"price, momentum, market_direction, liquidity, correlation",,"fundamentals, dcf, peer, earnings, analyst_estimates",portfolio,"dcf: free_cash_flow, shares_outstanding, revenue, fcf_margin; peers: needs at least 2 source-backed peer mappings; earnings: trusted local CSV input; analyst_estimates: trusted local CSV input","Import trusted fundamentals for ACLS. If SEC_USER_AGENT is configured, use SEC staging; otherwise use the manual fundamentals import workflow.",2026-05-28T04:09:02.266495+00:00
ACMR,"ACM Research, Inc. - Class A Common Stock",NASDAQ,company,,,,True,False,True,True,True,True,True,False,False,False,False,False,False,partial,"price, momentum, market_direction, liquidity, correlation",,"fundamentals, dcf, peer, earnings, analyst_estimates",portfolio,"dcf: free_cash_flow, shares_outstanding, revenue, fcf_margin; peers: needs at least 2 source-backed peer mappings; earnings: trusted local CSV input; analyst_estimates: trusted local CSV input","Import trusted fundamentals for ACMR. If SEC_USER_AGENT is configured, use SEC staging; otherwise use the manual fundamentals import workflow.",2026-05-28T04:09:02.269360+00:00
ACN,Accenture,,company,,,,True,False,True,True,True,True,True,True,True,False,False,False,False,partial,"price, momentum, market_direction, liquidity, correlation, fundamentals, dcf",,"peer, earnings, analyst_estimates",portfolio,peers: needs at least 2 source-backed peer mappings; earnings: trusted local CSV input; analyst_estimates: trusted local CSV input,Add source-backed peer mappings and peer metrics for ACN.,2026-05-28T04:09:02.272306+00:00
ACNB,ACNB Corporation - Common Stock,NASDAQ,company,,,,True,False,True,True,True,True,True,False,False,False,False,False,False,partial,"price, momentum, market_direction, liquidity, correlation",,"fundamentals, dcf, peer, earnings, analyst_estimates",portfolio,"dcf: free_cash_flow, shares_outstanding, revenue, fcf_margin; peers: needs at least 2 source-backed peer mappings; earnings: trusted local CSV input; analyst_estimates: trusted local CSV input","Import trusted fundamentals for ACNB. If SEC_USER_AGENT is configured, use SEC staging; otherwise use the manual fundamentals import workflow.",2026-05-28T04:09:02.276059+00:00
ACNT,Ascent Industries Co. - Common Stock,NASDAQ,company,,,,True,False,True,True,True,True,True,False,False,False,False,False,False,partial,"price, momentum, market_direction, liquidity, correlation",,"fundamentals, dcf, peer, earnings, analyst_estimates",portfolio,"dcf: free_cash_flow, shares_outstanding, revenue, fcf_margin; peers: needs at least 2 source-backed peer mappings; earnings: trusted local CSV input; analyst_estimates: trusted local CSV input","Import trusted fundamentals for ACNT. If SEC_USER_AGENT is configured, use SEC staging; otherwise use the manual fundamentals import workflow.",2026-05-28T04:09:02.279061+00:00
ACOG,Alpha Cognition Inc. - Common Stock,NASDAQ,company,,,,True,False,True,True,True,True,True,False,False,False,False,False,False,partial,"price, momentum, market_direction, liquidity, correlation",,"fundamentals, dcf, peer, earnings, analyst_estimates",portfolio,"dcf: free_cash_flow, shares_outstanding, revenue, fcf_margin; peers: needs at least 2 source-backed peer mappings; earnings: trusted local CSV input; analyst_estimates: trusted local CSV input","Import trusted fundamentals for ACOG. If SEC_USER_AGENT is configured, use SEC staging; otherwise use the manual fundamentals import workflow.",2026-05-28T04:09:02.281765+00:00
ACON,"Aclarion, Inc. - Common Stock",NASDAQ,company,,,,True,False,True,True,True,True,True,False,False,False,False,False,False,partial,"price, momentum, market_direction, liquidity, correlation",,"fundamentals, dcf, peer, earnings, analyst_estimates",portfolio,"dcf: free_cash_flow, shares_outstanding, revenue, fcf_margin; peers: needs at least 2 source-backed peer mappings; earnings: trusted local CSV input; analyst_estimates: trusted local CSV input","Import trusted fundamentals for ACON. If SEC_USER_AGENT is configured, use SEC staging; otherwise use the manual fundamentals import workflow.",2026-05-28T04:09:02.284432+00:00
ACRS,"Aclaris Therapeutics, Inc. - Common Stock",NASDAQ,company,,,,True,False,True,True,True,True,True,False,False,False,False,False,False,partial,"price, momentum, market_direction, liquidity, correlation",,"fundamentals, dcf, peer, earnings, analyst_estimates",portfolio,"dcf: free_cash_flow, shares_outstanding, revenue, fcf_margin; peers: needs at least 2 source-backed peer mappings; earnings: trusted local CSV input; analyst_estimates: trusted local CSV input","Import trusted fundamentals for ACRS. If SEC_USER_AGENT is configured, use SEC staging; otherwise use the manual fundamentals import workflow.",2026-05-28T04:09:02.287393+00:00
ACRV,"Acrivon Therapeutics, Inc. - Common Stock",NASDAQ,company,,,,True,False,True,True,True,True,True,False,False,False,False,False,False,partial,"price, momentum, market_direction, liquidity, correlation",,"fundamentals, dcf, peer, earnings, analyst_estimates",portfolio,"dcf: free_cash_flow, shares_outstanding, revenue, fcf_margin; peers: needs at least 2 source-backed peer mappings; earnings: trusted local CSV input; analyst_estimates: trusted local CSV input","Import trusted fundamentals for ACRV. If SEC_USER_AGENT is configured, use SEC staging; otherwise use the manual fundamentals import workflow.",2026-05-28T04:09:02.291055+00:00
ACT,"Enact Holdings, Inc. - Common Stock",NASDAQ,company,,,,True,False,True,True,True,True,True,False,False,False,False,False,False,partial,"price, momentum, market_direction, liquidity, correlation",,"fundamentals, dcf, peer, earnings, analyst_estimates",portfolio,"dcf: free_cash_flow, shares_outstanding, revenue, fcf_margin; peers: needs at least 2 source-backed peer mappings; earnings: trusted local CSV input; analyst_estimates: trusted local CSV input","Import trusted fundamentals for ACT. If SEC_USER_AGENT is configured, use SEC staging; otherwise use the manual fundamentals import workflow.",2026-05-28T04:09:02.294833+00:00
ACTG,Acacia Research Corporation - Common Stock,NASDAQ,company,,,,True,False,True,True,True,True,True,False,False,False,False,False,False,partial,"price, momentum, market_direction, liquidity, correlation",,"fundamentals, dcf, peer, earnings, analyst_estimates",portfolio,"dcf: free_cash_flow, shares_outstanding, revenue, fcf_margin; peers: needs at least 2 source-backed peer mappings; earnings: trusted local CSV input; analyst_estimates: trusted local CSV input","Import trusted fundamentals for ACTG. If SEC_USER_AGENT is configured, use SEC staging; otherwise use the manual fundamentals import workflow.",2026-05-28T04:09:02.298903+00:00
ACTU,"Actuate Therapeutics, Inc. - Common stock",NASDAQ,company,,,,True,False,True,True,True,True,True,False,False,False,False,False,False,partial,"price, momentum, market_direction, liquidity, correlation",,"fundamentals, dcf, peer, earnings, analyst_estimates",portfolio,"dcf: free_cash_flow, shares_outstanding, revenue, fcf_margin; peers: needs at least 2 source-backed peer mappings; earnings: trusted local CSV input; analyst_estimates: trusted local CSV input","Import trusted fundamentals for ACTU. If SEC_USER_AGENT is configured, use SEC staging; otherwise use the manual fundamentals import workflow.",2026-05-28T04:09:02.302397+00:00
ACXP,"Acurx Pharmaceuticals, Inc. - Common Stock",NASDAQ,company,,,,True,False,True,True,True,True,True,False,False,False,False,False,False,partial,"price, momentum, market_direction, liquidity, correlation",,"fundamentals, dcf, peer, earnings, analyst_estimates",portfolio,"dcf: free_cash_flow, shares_outstanding, revenue, fcf_margin; peers: needs at least 2 source-backed peer mappings; earnings: trusted local CSV input; analyst_estimates: trusted local CSV input","Import trusted fundamentals for ACXP. If SEC_USER_AGENT is configured, use SEC staging; otherwise use the manual fundamentals import workflow.",2026-05-28T04:09:02.307168+00:00
ADAC,American Drive Acquisition Company - Class A Ordinary Shares,NASDAQ,company,,,,True,False,True,True,True,True,True,False,False,False,False,False,False,partial,"price, momentum, market_direction, liquidity, correlation",,"fundamentals, dcf, peer, earnings, analyst_estimates",portfolio,"dcf: free_cash_flow, shares_outstanding, revenue, fcf_margin; peers: needs at least 2 source-backed peer mappings; earnings: trusted local CSV input; analyst_estimates: trusted local CSV input","Import trusted fundamentals for ADAC. If SEC_USER_AGENT is configured, use SEC staging; otherwise use the manual fundamentals import workflow.",2026-05-28T04:09:02.310982+00:00
ADAG,"Adagene Inc. - ADS, each representing 1.25 ordinary shares",NASDAQ,company,,,,True,False,True,True,True,True,True,False,False,False,False,False,False,partial,"price, momentum, market_direction, liquidity, correlation",,"fundamentals, dcf, peer, earnings, analyst_estimates",portfolio,"dcf: free_cash_flow, shares_outstanding, revenue, fcf_margin; peers: needs at least 2 source-backed peer mappings; earnings: trusted local CSV input; analyst_estimates: trusted local CSV input","Import trusted fundamentals for ADAG. If SEC_USER_AGENT is configured, use SEC staging; otherwise use the manual fundamentals import workflow.",2026-05-28T04:09:02.314532+00:00
ADAM,"Adamas Trust, Inc. - Common Stock",NASDAQ,company,,,,True,False,True,True,True,True,True,False,False,False,False,False,False,partial,"price, momentum, market_direction, liquidity, correlation",,"fundamentals, dcf, peer, earnings, analyst_estimates",portfolio,"dcf: free_cash_flow, shares_outstanding, revenue, fcf_margin; peers: needs at least 2 source-backed peer mappings; earnings: trusted local CSV input; analyst_estimates: trusted local CSV input","Import trusted fundamentals for ADAM. If SEC_USER_AGENT is configured, use SEC staging; otherwise use the manual fundamentals import workflow.",2026-05-28T04:09:02.317635+00:00
ADBE,Adobe Inc.,NASDAQ,company,,,,True,False,True,True,True,True,True,False,False,False,False,False,False,partial,"price, momentum, market_direction, liquidity, correlation",,"fundamentals, dcf, peer, earnings, analyst_estimates",portfolio,"dcf: free_cash_flow, shares_outstanding, revenue, fcf_margin; peers: needs at least 2 source-backed peer mappings; earnings: trusted local CSV input; analyst_estimates: trusted local CSV input","Import trusted fundamentals for ADBE. If SEC_USER_AGENT is configured, use SEC staging; otherwise use the manual fundamentals import workflow.",2026-05-28T04:09:02.321168+00:00
ADEA,Adeia Inc.  - Common Stock,NASDAQ,company,,,,True,False,True,True,True,True,True,False,False,False,False,False,False,partial,"price, momentum, market_direction, liquidity, correlation",,"fundamentals, dcf, peer, earnings, analyst_estimates",portfolio,"dcf: free_cash_flow, shares_outstanding, revenue, fcf_margin; peers: needs at least 2 source-backed peer mappings; earnings: trusted local CSV input; analyst_estimates: trusted local CSV input","Import trusted fundamentals for ADEA. If SEC_USER_AGENT is configured, use SEC staging; otherwise use the manual fundamentals import workflow.",2026-05-28T04:09:02.324664+00:00
ADGM,"Adagio Medical Holdings, Inc - Common Stock",NASDAQ,company,,,,True,False,True,True,True,True,True,False,False,False,False,False,False,partial,"price, momentum, market_direction, liquidity, correlation",,"fundamentals, dcf, peer, earnings, analyst_estimates",portfolio,"dcf: free_cash_flow, shares_outstanding, revenue, fcf_margin; peers: needs at least 2 source-backed peer mappings; earnings: trusted local CSV input; analyst_estimates: trusted local CSV input","Import trusted fundamentals for ADGM. If SEC_USER_AGENT is configured, use SEC staging; otherwise use the manual fundamentals import workflow.",2026-05-28T04:09:02.327750+00:00
ADI,Analog Devices,NASDAQ,company,,,,True,False,True,True,True,True,True,False,False,False,False,False,False,partial,"price, momentum, market_direction, liquidity, correlation",,"fundamentals, dcf, peer, earnings, analyst_estimates",portfolio,"dcf: free_cash_flow, shares_outstanding, revenue, fcf_margin; peers: needs at least 2 source-backed peer mappings; earnings: trusted local CSV input; analyst_estimates: trusted local CSV input","Import trusted fundamentals for ADI. If SEC_USER_AGENT is configured, use SEC staging; otherwise use the manual fundamentals import workflow.",2026-05-28T04:09:02.331030+00:00
ADIL,"Adial Pharmaceuticals, Inc - Common Stock",NASDAQ,company,,,,True,False,True,True,True,True,True,False,False,False,False,False,False,partial,"price, momentum, market_direction, liquidity, correlation",,"fundamentals, dcf, peer, earnings, analyst_estimates",portfolio,"dcf: free_cash_flow, shares_outstanding, revenue, fcf_margin; peers: needs at least 2 source-backed peer mappings; earnings: trusted local CSV input; analyst_estimates: trusted local CSV input","Import trusted fundamentals for ADIL. If SEC_USER_AGENT is configured, use SEC staging; otherwise use the manual fundamentals import workflow.",2026-05-28T04:09:02.333927+00:00
ADM,Archer Daniels Midland,,company,,,,True,False,True,True,True,True,True,False,False,False,False,False,False,partial,"price, momentum, market_direction, liquidity, correlation",,"fundamentals, dcf, peer, earnings, analyst_estimates",portfolio,"dcf: free_cash_flow, shares_outstanding, revenue, fcf_margin; peers: needs at least 2 source-backed peer mappings; earnings: trusted local CSV input; analyst_estimates: trusted local CSV input","Import trusted fundamentals for ADM. If SEC_USER_AGENT is configured, use SEC staging; otherwise use the manual fundamentals import workflow.",2026-05-28T04:09:02.336747+00:00
ADMA,ADMA Biologics Inc - Common Stock,NASDAQ,company,,,,True,False,True,True,True,True,True,False,False,False,False,False,False,partial,"price, momentum, market_direction, liquidity, correlation",,"fundamentals, dcf, peer, earnings, analyst_estimates",portfolio,"dcf: free_cash_flow, shares_outstanding, revenue, fcf_margin; peers: needs at least 2 source-backed peer mappings; earnings: trusted local CSV input; analyst_estimates: trusted local CSV input","Import trusted fundamentals for ADMA. If SEC_USER_AGENT is configured, use SEC staging; otherwise use the manual fundamentals import workflow.",2026-05-28T04:09:02.340772+00:00
ADP,Automatic Data Processing,NASDAQ,company,,,,True,False,True,True,True,True,True,False,False,False,False,False,False,partial,"price, momentum, market_direction, liquidity, correlation",,"fundamentals, dcf, peer, earnings, analyst_estimates",portfolio,"dcf: free_cash_flow, shares_outstanding, revenue, fcf_margin; peers: needs at least 2 source-backed peer mappings; earnings: trusted local CSV input; analyst_estimates: trusted local CSV input","Import trusted fundamentals for ADP. If SEC_USER_AGENT is configured, use SEC staging; otherwise use the manual fundamentals import workflow.",2026-05-28T04:09:02.343689+00:00
ADPT,Adaptive Biotechnologies Corporation - Common Stock,NASDAQ,company,,,,True,False,True,True,True,True,True,False,False,False,False,False,False,partial,"price, momentum, market_direction, liquidity, correlation",,"fundamentals, dcf, peer, earnings, analyst_estimates",portfolio,"dcf: free_cash_flow, shares_outstanding, revenue, fcf_margin; peers: needs at least 2 source-backed peer mappings; earnings: trusted local CSV input; analyst_estimates: trusted local CSV input","Import trusted fundamentals for ADPT. If SEC_USER_AGENT is configured, use SEC staging; otherwise use the manual fundamentals import workflow.",2026-05-28T04:09:02.346426+00:00
ADSE,ADS-TEC ENERGY PLC - Ordinary Shares,NASDAQ,company,,,,True,False,True,True,True,True,True,False,False,False,False,False,False,partial,"price, momentum, market_direction, liquidity, correlation",,"fundamentals, dcf, peer, earnings, analyst_estimates",portfolio,"dcf: free_cash_flow, shares_outstanding, revenue, fcf_margin; peers: needs at least 2 source-backed peer mappings; earnings: trusted local CSV input; analyst_estimates: trusted local CSV input","Import trusted fundamentals for ADSE. If SEC_USER_AGENT is configured, use SEC staging; otherwise use the manual fundamentals import workflow.",2026-05-28T04:09:02.349571+00:00
ADSK,Autodesk,NASDAQ,company,,,,True,False,True,True,True,True,True,False,False,False,False,False,False,partial,"price, momentum, market_direction, liquidity, correlation",,"fundamentals, dcf, peer, earnings, analyst_estimates",portfolio,"dcf: free_cash_flow, shares_outstanding, revenue, fcf_margin; peers: needs at least 2 source-backed peer mappings; earnings: trusted local CSV input; analyst_estimates: trusted local CSV input","Import trusted fundamentals for ADSK. If SEC_USER_AGENT is configured, use SEC staging; otherwise use the manual fundamentals import workflow.",2026-05-28T04:09:02.353187+00:00
ADTN,"ADTRAN Holdings, Inc. - Common Stock",NASDAQ,company,,,,True,False,True,True,True,True,True,False,False,False,False,False,False,partial,"price, momentum, market_direction, liquidity, correlation",,"fundamentals, dcf, peer, earnings, analyst_estimates",portfolio,"dcf: free_cash_flow, shares_outstanding, revenue, fcf_margin; peers: needs at least 2 source-backed peer mappings; earnings: trusted local CSV input; analyst_estimates: trusted local CSV input","Import trusted fundamentals for ADTN. If SEC_USER_AGENT is configured, use SEC staging; otherwise use the manual fundamentals import workflow.",2026-05-28T04:09:02.356270+00:00
ADTX,"Aditxt, Inc. - Common Stock",NASDAQ,company,,,,True,False,True,True,True,True,True,False,False,False,False,False,False,partial,"price, momentum, market_direction, liquidity, correlation",,"fundamentals, dcf, peer, earnings, analyst_estimates",portfolio,"dcf: free_cash_flow, shares_outstanding, revenue, fcf_margin; peers: needs at least 2 source-backed peer mappings; earnings: trusted local CSV input; analyst_estimates: trusted local CSV input","Import trusted fundamentals for ADTX. If SEC_USER_AGENT is configured, use SEC staging; otherwise use the manual fundamentals import workflow.",2026-05-28T04:09:02.359177+00:00
ADUR,Aduro Clean Technologies Inc. - Common Stock,NASDAQ,company,,,,True,False,True,True,True,True,True,False,False,False,False,False,False,partial,"price, momentum, market_direction, liquidity, correlation",,"fundamentals, dcf, peer, earnings, analyst_estimates",portfolio,"dcf: free_cash_flow, shares_outstanding, revenue, fcf_margin; peers: needs at least 2 source-backed peer mappings; earnings: trusted local CSV input; analyst_estimates: trusted local CSV input","Import trusted fundamentals for ADUR. If SEC_USER_AGENT is configured, use SEC staging; otherwise use the manual fundamentals import workflow.",2026-05-28T04:09:02.361980+00:00
ADUS,Addus HomeCare Corporation - Common Stock,NASDAQ,company,,,,True,False,True,True,True,True,True,False,False,False,False,False,False,partial,"price, momentum, market_direction, liquidity, correlation",,"fundamentals, dcf, peer, earnings, analyst_estimates",portfolio,"dcf: free_cash_flow, shares_outstanding, revenue, fcf_margin; peers: needs at least 2 source-backed peer mappings; earnings: trusted local CSV input; analyst_estimates: trusted local CSV input","Import trusted fundamentals for ADUS. If SEC_USER_AGENT is configured, use SEC staging; otherwise use the manual fundamentals import workflow.",2026-05-28T04:09:02.364859+00:00
ADV,Advantage Solutions Inc.  - Class A Common Stock,NASDAQ,company,,,,True,False,True,True,True,True,True,False,False,False,False,False,False,partial,"price, momentum, market_direction, liquidity, correlation",,"fundamentals, dcf, peer, earnings, analyst_estimates",portfolio,"dcf: free_cash_flow, shares_outstanding, revenue, fcf_margin; peers: needs at least 2 source-backed peer mappings; earnings: trusted local CSV input; analyst_estimates: trusted local CSV input","Import trusted fundamentals for ADV. If SEC_USER_AGENT is configured, use SEC staging; otherwise use the manual fundamentals import workflow.",2026-05-28T04:09:02.367533+00:00
ADVB,Advanced Biomed Inc. - Common Stock,NASDAQ,company,,,,True,False,True,True,True,True,True,False,False,False,False,False,False,partial,"price, momentum, market_direction, liquidity, correlation",,"fundamentals, dcf, peer, earnings, analyst_estimates",portfolio,"dcf: free_cash_flow, shares_outstanding, revenue, fcf_margin; peers: needs at least 2 source-backed peer mappings; earnings: trusted local CSV input; analyst_estimates: trusted local CSV input","Import trusted fundamentals for ADVB. If SEC_USER_AGENT is configured, use SEC staging; otherwise use the manual fundamentals import workflow.",2026-05-28T04:09:02.371093+00:00
AEAQ,Activate Energy Acquisition Corp. - Class A Ordinary Share,NASDAQ,company,,,,True,False,True,True,True,True,True,False,False,False,False,False,False,partial,"price, momentum, market_direction, liquidity, correlation",,"fundamentals, dcf, peer, earnings, analyst_estimates",portfolio,"dcf: free_cash_flow, shares_outstanding, revenue, fcf_margin; peers: needs at least 2 source-backed peer mappings; earnings: trusted local CSV input; analyst_estimates: trusted local CSV input","Import trusted fundamentals for AEAQ. If SEC_USER_AGENT is configured, use SEC staging; otherwise use the manual fundamentals import workflow.",2026-05-28T04:09:02.374767+00:00
