ticker,peer_group,peer_count,sample_peers,mapping_status,peer_blocker_type,peer_price_ready,peer_momentum_ready,peer_fundamentals_ready,peer_valuation_ready,peer_trend_comparison_ready,peer_valuation_comparison_ready,peer_dcf_comparison_ready,peer_price_ready_count,peer_momentum_ready_count,peer_fundamentals_ready_count,peer_valuation_ready_count,ready_peer_count,peer_missing_price_tickers,peer_missing_momentum_tickers,peer_missing_fundamentals_tickers,peer_missing_valuation_tickers,peer_ready,missing_peer_reason,next_peer_action,updated_at
CRE,,0,,missing_mapping,missing_peer_mapping,False,False,False,False,False,False,False,0,0,0,0,0,,,,,False,needs at least 2 source-backed peer mappings,Add at least 2 source-backed peer mappings for CRE in data/imports/peers.csv.,2026-05-28T04:08:59.348024+00:00
CREG,,0,,missing_mapping,missing_peer_mapping,False,False,False,False,False,False,False,0,0,0,0,0,,,,,False,needs at least 2 source-backed peer mappings,Add at least 2 source-backed peer mappings for CREG in data/imports/peers.csv.,2026-05-28T04:08:59.348234+00:00
CREX,,0,,missing_mapping,missing_peer_mapping,False,False,False,False,False,False,False,0,0,0,0,0,,,,,False,needs at least 2 source-backed peer mappings,Add at least 2 source-backed peer mappings for CREX in data/imports/peers.csv.,2026-05-28T04:08:59.348450+00:00
CRGO,,0,,missing_mapping,missing_peer_mapping,False,False,False,False,False,False,False,0,0,0,0,0,,,,,False,needs at least 2 source-backed peer mappings,Add at least 2 source-backed peer mappings for CRGO in data/imports/peers.csv.,2026-05-28T04:08:59.348667+00:00
CRH,,0,,missing_mapping,missing_peer_mapping,False,False,False,False,False,False,False,0,0,0,0,0,,,,,False,needs at least 2 source-backed peer mappings,Add at least 2 source-backed peer mappings for CRH in data/imports/peers.csv.,2026-05-28T04:08:59.348874+00:00
CRIS,,0,,missing_mapping,missing_peer_mapping,False,False,False,False,False,False,False,0,0,0,0,0,,,,,False,needs at least 2 source-backed peer mappings,Add at least 2 source-backed peer mappings for CRIS in data/imports/peers.csv.,2026-05-28T04:08:59.349080+00:00
CRL,,0,,missing_mapping,missing_peer_mapping,False,False,False,False,False,False,False,0,0,0,0,0,,,,,False,needs at least 2 source-backed peer mappings,Add at least 2 source-backed peer mappings for CRL in data/imports/peers.csv.,2026-05-28T04:08:59.349294+00:00
CRM,,0,,missing_mapping,missing_peer_mapping,False,False,False,False,False,False,False,0,0,0,0,0,,,,,False,needs at least 2 source-backed peer mappings,Add at least 2 source-backed peer mappings for CRM in data/imports/peers.csv.,2026-05-28T04:08:59.349501+00:00
CRMD,,0,,missing_mapping,missing_peer_mapping,False,False,False,False,False,False,False,0,0,0,0,0,,,,,False,needs at least 2 source-backed peer mappings,Add at least 2 source-backed peer mappings for CRMD in data/imports/peers.csv.,2026-05-28T04:08:59.349716+00:00
CRML,,0,,missing_mapping,missing_peer_mapping,False,False,False,False,False,False,False,0,0,0,0,0,,,,,False,needs at least 2 source-backed peer mappings,Add at least 2 source-backed peer mappings for CRML in data/imports/peers.csv.,2026-05-28T04:08:59.349928+00:00
CRMT,,0,,missing_mapping,missing_peer_mapping,False,False,False,False,False,False,False,0,0,0,0,0,,,,,False,needs at least 2 source-backed peer mappings,Add at least 2 source-backed peer mappings for CRMT in data/imports/peers.csv.,2026-05-28T04:08:59.350148+00:00
CRNC,,0,,missing_mapping,missing_peer_mapping,False,False,False,False,False,False,False,0,0,0,0,0,,,,,False,needs at least 2 source-backed peer mappings,Add at least 2 source-backed peer mappings for CRNC in data/imports/peers.csv.,2026-05-28T04:08:59.350379+00:00
CRNT,,0,,missing_mapping,missing_peer_mapping,False,False,False,False,False,False,False,0,0,0,0,0,,,,,False,needs at least 2 source-backed peer mappings,Add at least 2 source-backed peer mappings for CRNT in data/imports/peers.csv.,2026-05-28T04:08:59.350601+00:00
CRNX,,0,,missing_mapping,missing_peer_mapping,False,False,False,False,False,False,False,0,0,0,0,0,,,,,False,needs at least 2 source-backed peer mappings,Add at least 2 source-backed peer mappings for CRNX in data/imports/peers.csv.,2026-05-28T04:08:59.350999+00:00
CRON,,0,,missing_mapping,missing_peer_mapping,False,False,False,False,False,False,False,0,0,0,0,0,,,,,False,needs at least 2 source-backed peer mappings,Add at least 2 source-backed peer mappings for CRON in data/imports/peers.csv.,2026-05-28T04:08:59.351332+00:00
CROX,,0,,missing_mapping,missing_peer_mapping,False,False,False,False,False,False,False,0,0,0,0,0,,,,,False,needs at least 2 source-backed peer mappings,Add at least 2 source-backed peer mappings for CROX in data/imports/peers.csv.,2026-05-28T04:08:59.351558+00:00
CRSP,,0,,missing_mapping,missing_peer_mapping,False,False,False,False,False,False,False,0,0,0,0,0,,,,,False,needs at least 2 source-backed peer mappings,Add at least 2 source-backed peer mappings for CRSP in data/imports/peers.csv.,2026-05-28T04:08:59.351782+00:00
CRSR,,0,,missing_mapping,missing_peer_mapping,False,False,False,False,False,False,False,0,0,0,0,0,,,,,False,needs at least 2 source-backed peer mappings,Add at least 2 source-backed peer mappings for CRSR in data/imports/peers.csv.,2026-05-28T04:08:59.351998+00:00
CRUS,,0,,missing_mapping,missing_peer_mapping,False,False,False,False,False,False,False,0,0,0,0,0,,,,,False,needs at least 2 source-backed peer mappings,Add at least 2 source-backed peer mappings for CRUS in data/imports/peers.csv.,2026-05-28T04:08:59.352208+00:00
CRVL,,0,,missing_mapping,missing_peer_mapping,False,False,False,False,False,False,False,0,0,0,0,0,,,,,False,needs at least 2 source-backed peer mappings,Add at least 2 source-backed peer mappings for CRVL in data/imports/peers.csv.,2026-05-28T04:08:59.352419+00:00
CRVO,,0,,missing_mapping,missing_peer_mapping,False,False,False,False,False,False,False,0,0,0,0,0,,,,,False,needs at least 2 source-backed peer mappings,Add at least 2 source-backed peer mappings for CRVO in data/imports/peers.csv.,2026-05-28T04:08:59.352630+00:00
CRVS,,0,,missing_mapping,missing_peer_mapping,False,False,False,False,False,False,False,0,0,0,0,0,,,,,False,needs at least 2 source-backed peer mappings,Add at least 2 source-backed peer mappings for CRVS in data/imports/peers.csv.,2026-05-28T04:08:59.352837+00:00
CRWD,,0,,missing_mapping,missing_peer_mapping,False,False,False,False,False,False,False,0,0,0,0,0,,,,,False,needs at least 2 source-backed peer mappings,Add at least 2 source-backed peer mappings for CRWD in data/imports/peers.csv.,2026-05-28T04:08:59.353051+00:00
CRWS,,0,,missing_mapping,missing_peer_mapping,False,False,False,False,False,False,False,0,0,0,0,0,,,,,False,needs at least 2 source-backed peer mappings,Add at least 2 source-backed peer mappings for CRWS in data/imports/peers.csv.,2026-05-28T04:08:59.353254+00:00
CRWV,,0,,missing_mapping,missing_peer_mapping,False,False,False,False,False,False,False,0,0,0,0,0,,,,,False,needs at least 2 source-backed peer mappings,Add at least 2 source-backed peer mappings for CRWV in data/imports/peers.csv.,2026-05-28T04:08:59.353462+00:00
CSAI,,0,,missing_mapping,missing_peer_mapping,False,False,False,False,False,False,False,0,0,0,0,0,,,,,False,needs at least 2 source-backed peer mappings,Add at least 2 source-backed peer mappings for CSAI in data/imports/peers.csv.,2026-05-28T04:08:59.353667+00:00
CSBR,,0,,missing_mapping,missing_peer_mapping,False,False,False,False,False,False,False,0,0,0,0,0,,,,,False,needs at least 2 source-backed peer mappings,Add at least 2 source-backed peer mappings for CSBR in data/imports/peers.csv.,2026-05-28T04:08:59.353877+00:00
CSCO,,0,,missing_mapping,missing_peer_mapping,False,False,False,False,False,False,False,0,0,0,0,0,,,,,False,needs at least 2 source-backed peer mappings,Add at least 2 source-backed peer mappings for CSCO in data/imports/peers.csv.,2026-05-28T04:08:59.354085+00:00
CSGP,,0,,missing_mapping,missing_peer_mapping,False,False,False,False,False,False,False,0,0,0,0,0,,,,,False,needs at least 2 source-backed peer mappings,Add at least 2 source-backed peer mappings for CSGP in data/imports/peers.csv.,2026-05-28T04:08:59.354287+00:00
CSHR,,0,,missing_mapping,missing_peer_mapping,False,False,False,False,False,False,False,0,0,0,0,0,,,,,False,needs at least 2 source-backed peer mappings,Add at least 2 source-backed peer mappings for CSHR in data/imports/peers.csv.,2026-05-28T04:08:59.354497+00:00
